agency,county,town,address,X,Y,O_ABC,Serve,fax,mail,name,data
國立成功大學醫學院附設醫院附設居家護理所,臺南市,北區仁,臺南市北區仁愛里勝利路138號,120.2189865,23.0021801,B,專業照護服務,06-2353535#4589,a0986013986@gmail.com,柯又文,20210108 17:05:51
雲林縣私立庭安居家式長期照顧服務機構,雲林縣,斗六市,雲林縣斗六市明德里萬年路133號,120.5453033,23.72305489,B,居家服務,05-5512911,e0917c@yahoo.com.tw,謝岳玲,20230406 09:54:36
宜蘭縣私立廣親老人長期照顧中心(養護型),宜蘭縣,宜蘭市,宜蘭縣宜蘭市泰山路256、258、260、262號,121.7372894,24.75107574,B,喘息服務,03-9329922,a0936100595@gmail.com,王朝明,20230602 15:39:05
南投縣草屯鎮加老社區發展協會,南投縣,草屯鎮,南投縣草屯鎮加老里加老路268號,120.6547241,24.0006752,B,喘息服務,0928-660044,cp297732@icloud.com,洪詠財,20210105 08:49:35
松青診所,澎湖縣,馬公市,澎湖縣馬公市東文里文山路31號,119.5851898,23.56266785,B,居家失能個案家庭醫師照護服務,0932-836-843,ung.ching53@gmail.com,李松青,20210104 17:25:33
南投縣魚池鄉衛生所,南投縣,魚池鄉,南投縣魚池鄉魚池村魚池街194號,120.9412689,23.89552307,B,居家失能個案家庭醫師照護服務,049-2895513,skywalker12.tw@gmail.com,洪元哲,20200214 11:47:32
彰化縣馨福長幼服務協會附設彰化縣私立友善居家長照機構,彰化縣,彰化市,彰化縣彰化市彰化市中山路一段327號1、2樓,120.5325165,24.05574608,B,喘息服務,04-7638171,b7638177@yahoo.com.tw,洪秀雲,20201201 19:46:22
恆康居家護理所(仁美站醫事C),高雄市,鳥松區,高雄市鳥松區仁美里神農路745-3號,120.3930893,22.64948845,C,巷弄長照站,07-6411185,Hueyjing0508@yahoo.com.tw,陳慧菁,20230206 17:15:35
財團法人高雄市華仁社會福利慈善事業基金會附設高雄市私立華仁茄萣社區式長期照顧服務機構(失能身心障礙日間照顧中心),高雄市,茄萣區,高雄市茄萣區嘉樂里濱海路三段69號,120.1800537,22.89951324,B,喘息服務,07-6930690,qieding.daycare@gmail.com,高華志,20230427 15:33:46
財團法人臺灣省臺南市臺灣首廟天壇附設臺南市私立天壇老人養護中心,臺南市,新化區,臺南市新化區知義里新和庄22號,120.3134995,23.02377892,B,營養餐飲服務,06-5800111,ttef.c2@msa.hinet.net,徐國潤,20201229 15:06:54
屏東縣來義鄉新來義社區發展協會(新來義文健站),屏東縣,來義鄉,屏東縣來義鄉義林村來新路21號,120.5827103,22.50880241,C,巷弄長照站,08-7870735,ccchungdaw@mohw.gov.tw,許蘭花,20220301 11:36:51
屏東縣里港鄉潮厝社區發展協會,屏東縣,里港鄉,屏東縣里港鄉潮厝村潮厝路115-10號,120.4808731,22.77495956,C,巷弄長照站,0937-686983,a251476@oa.pthg.gov.tw,李志嘉,20221122 08:52:13
宜蘭縣宜蘭市新東社區發展協會,宜蘭縣,宜蘭市,宜蘭縣宜蘭市新東里陽明三路37號,121.7653198,24.75002289,C,巷弄長照站,0910-935005,peo123@mail.e-land.gov.tw,潘富明,20200630 17:03:14
社團法人苗栗縣頭屋鄉象山社區發展協會,苗栗縣,頭屋鄉,苗栗縣頭屋鄉象山村象山路6鄰119號,120.867485,24.57982636,B,喘息服務,037-252256,ho9994@yahoo.com.tw,彭錦原,20221228 10:00:30
彰化縣田中鎮大崙社區發展協會,彰化縣,田中鎮,彰化縣田中鎮大崙里大安路三段320號,120.5962601,23.83081055,C,巷弄長照站,0921-774043,ke@mail.chshb.gov.tw,林昌輝,20230206 11:14:00
私立康能護理之家(延山里),南投縣,竹山鎮,南投縣竹山鎮延山里大舜路36-6號,120.7079315,23.7701683,C,巷弄長照站,049-2654197,abhnh.kn@gmail.com,楊采汝,20211230 19:26:53
活泉居家護理所,臺南市,新營區,臺南市新營區新東里東大街66巷8-1號1樓,120.3257904,23.31374168,B,專業照護服務,0911-210-856,r870316@gmail.com.tw,吳淑芬,20220905 11:19:13
毅安事業有限公司附設高雄市私立毅安居家長照機構,高雄市,三民區,高雄市三民區寶珠里大豐二路205號3樓,120.3303604,22.64593124,B,喘息服務,0934-190-078,yiancare.2020@gmail.com,黃致嘉,20210501 17:14:08
財團法人臺中市私立家寶社會福利慈善事業基金會附設私立居家長照機構(大肚區福山里),臺中市,外埔區,臺中市外埔區中山里大馬路196號1樓,120.6603317,24.33977509,C,巷弄長照站,04-26623096#70-76,cxiang415@gmail.com,童瑞龍,20230105 15:51:39
雲林縣私立安喬居家長照機構,雲林縣,虎尾鎮,雲林縣虎尾鎮虎興西十二街58之1號,120.4169617,23.74249077,B,喘息服務,05-6322634,ancho20100810@gmail.com,吳培君,20211116 17:26:48
瑞生醫院附設居家護理所,高雄市,大寮區,高雄市大寮區鳳林四路192號,120.3848724,22.61783028,B,專業照護服務,07-783-5175#132,care1825@yahoo.com.tw,張綢,20210104 16:25:35
達欣居家護理所,高雄市,前鎮區,高雄市前鎮區一心二路119號9樓之3,120.3084335,22.61204147,B,專業照護服務,07-3385885,winne040199@gmail.com,許瓊文,20230201 16:36:28
新北市私立萬眾居家長照機構,新北市,三重區,新北市三重區福德南路41號7樓,121.5029068,25.06207085,B,居家服務,02-28576792,wzhomecare99@gmail.com,黃姿穎,20220301 16:35:51
基隆市私立聯安護理之家,基隆市,仁愛區,基隆市仁愛區和明里愛五路34號3樓、6樓,121.7460556,25.12888718,B,喘息服務,02-24241071,n24241071@yahoo.com.tw,王虹禕,20220318 14:26:28
財團法人全成社會福利基金會附設臺中市私立春社社區式服務類長期照顧服務機構,臺中市,南屯區,臺中市南屯區春社里006鄰忠勇路23之12號2樓,120.6119843,24.13733864,B,喘息服務,04-23890781,qc23890781@gmail.com,聶玉美,20230719 10:14:18
財團法人台南市私立荷園社會福利慈善事業基金會附設臺南市私立荷園居家式服務類長期照顧服務機構,臺南市,永康區,臺南市永康區西橋里中山南路45號4樓之1,120.2204971,23.0086937,B,喘息服務,06-2091829,longcare99@gmail.com,林建良,20201230 14:14:01
職物語居家職能治療所,桃園市,蘆竹區,桃園市蘆竹區南崁路2段83號18樓之3(1826室),121.2781143,25.05712509,B,專業照護服務,0913-820528,ops1080322@gmail.com,李柏毅,20230118 15:08:40
賴俊良骨外科診所,臺南市,安南區,臺南市安南區新順里安和路二段267號,120.2158585,23.04251099,B,居家失能個案家庭醫師照護服務,0932-871-138,stanly.lai@msa.hinet.net,賴俊良,20230531 14:31:43
高雄市私立樂活居家長照機構,高雄市,岡山區,高雄市岡山區竹圍里竹圍北街132巷17-2號1樓,120.3042984,22.80163193,B,居家服務,07-6216881,36964598iseeyou@gmail.com,張筱玫,20210501 16:06:45
高雄市私立樂活居家長照機構,高雄市,岡山區,高雄市岡山區竹圍里竹圍北街132巷17-2號1樓,120.3042984,22.80163193,B,居家服務,07-6216881,36964598iseeyou@gmail.com,張筱玫,20221230 20:34:41
大埔文化健康站,臺東縣,池上鄉,臺東縣池上鄉大埔村3鄰55-1號,121.2149506,23.1199913,C,巷弄長照站,0918-096373,o5017@taitung.gov.tw,林清志,20200508 16:25:22
高雄市私立銓員居家長照機構,高雄市,大寮區,高雄市大寮區中興里明德路57巷6號1樓,120.3879471,22.61803055,B,居家服務,07-7815152,nora2576@yahoo.com.tw,張持銓,20221230 11:25:04
康群居家護理所,臺中市,西區忠,臺中市西區忠誠里忠明南路42號3樓,120.6137619,24.17696571,B,專業照護服務,0975-300523,jia-jen.jiang@airliquide.com,江佳真,20230726 21:16:52
好物理治療所,臺北市,文山區,臺北市文山區萬隆里萬隆街64號,121.5370026,25.00092125,B,專業照護服務,0918-096373,imio1688@gmail.com,林佑青,20230406 16:11:19
財團法人台灣省私立健順養護中心附設新北市私立板橋頤安社區長照機構,新北市,板橋區,新北市板橋區五權里廣權路130號2樓,121.4655533,24.99307442,B,喘息服務,02-89533885,ch.daycare@msa.hinet.net,黃禎祥,20220222 10:08:09
惠來醫療社團法人宏仁醫院,彰化縣,員林市,彰化縣員林市惠來街89號,120.5702972,23.95496559,B,專業照護服務,04-8375878#650,rh@hongren.com.tw,郭顯懋,20211228 16:02:54
桃園市八德區榮光服務協會,桃園市,八德區,桃園市八德區大信里大興路1025號,121.3025818,24.93620491,C,巷弄長照站,03-3688808,a0985908411@gmail.com,王國棟,20210127 16:05:58
桃園市中壢區仁祥里辦公處,桃園市,中壢區,桃園市中壢區龍平里華祥一街21號,121.254158,24.92928886,C,巷弄長照站,03-4658837,ant3515@yahoo.com.tw,陳秀菁,20210127 16:37:26
桃園市中壢區永福社區發展協會,桃園市,中壢區,桃園市中壢區忠福里南園二路90號,121.2311249,24.9716301,C,巷弄長照站,03-4615485,h935258767@gmail.com,黃寶貞,20210127 16:39:31
臺南市北區成功社區發展協會,臺南市,北區華,臺南市北區華德里中華北路二段237-1號,120.2055054,23.02160645,C,巷弄長照站,06-2525126,v237237@yahoo.com.tw,邱湘妮,20210128 10:11:32
社團法人新竹市福祿壽長青協會,新竹市,北區武,新竹市北區武陵里武陵西三路7號3樓,120.9633789,24.81900597,C,巷弄長照站,03-5316126,tina540301@yahoo.com.tw,李憲弘,20230310 17:12:26
天主教仁慈醫療財團法人經營竹北市老人安養中心,新竹縣,竹北市,新竹縣竹北市鹿場里福興東路一段353號,121.0255203,24.81781006,B,喘息服務,03-5500797,zhubeiold@gmail.com,李克勉,20221230 11:16:24
佳園護理之家(嘉義縣),臺南市,新營區,臺南市新營區新榮五街100號,120.3003159,23.29911995,B,喘息服務,06-6570305,j0939837378@gmail.com,劉佳怡,20190809 15:33:58
維弘復健科診所,臺中市,大雅區,臺中市大雅區民興街63號,120.6482697,24.22556114,A,個案管理服務,04-25600211,Piggy2229@yahoo.com.tw,王維弘,20211223 16:42:35
中心診所,花蓮縣,吉安鄉,花蓮縣吉安鄉北昌村中央路三段566號,121.5893097,23.98882675,B,居家失能個案家庭醫師照護服務,03 -8460656,oli77wang@gmail.com,汪德欣,20191022 14:52:02
社團法人南投縣新媳婦關懷協會附設南投縣私立好媳婦居家式長期照顧服務機構,南投縣,南投市,南投縣南投市平和里信義街5巷28號1樓,120.6915741,23.9099617,B,喘息服務,049-2245265,728mei@gmail.com,羅美玲,20210629 12:08:06
社團法人南投縣新媳婦關懷協會附設南投縣私立好媳婦居家式長期照顧服務機構,南投縣,南投市,南投縣南投市平和里信義街5巷28號1樓,120.6915741,23.9099617,B,居家服務,049-2245265,728mei@gmail.com,羅美玲,20220101 17:24:38
社團法人臺灣職能治療學會,臺北市,中正區,臺北市中正區德義博愛路9號,121.5114441,25.04741669,B,專業照護服務,02-23820103,otaroc.taipei@gmail.com,吳菁宜,20201208 15:13:44
財團法人門諾社會福利慈善事業基金會附設花蓮縣私立玉里綜合長照機構,花蓮縣,玉里鎮,花蓮縣玉里鎮中城里20鄰更生路38號,121.3106079,23.32901955,B,居家服務,03-8980601,emma@mch.org.tw,余文儀,20230109 14:02:16
臺北榮民總醫院臺東分院附設社區式服務類長期照顧服務機構,臺東縣,臺東市,臺東縣臺東市南榮里更生路1000號4樓,121.132431,22.7723465,B,喘息服務,089-322833#200,pinky928@vhtt.gov.tw,林志洵,20220114 20:12:19
新北市私立捷安護理之家,新北市,蘆洲區,新北市蘆洲區中山一路300號,121.4701233,25.07807541,B,喘息服務,02-22829859,jiean300@gmail.com,張玉馨,20220126 15:30:07
財團法人中華民國佛教慈濟慈善事業基金會(新店靜思堂)(社照C),新北市,新店區,新北市新店區復興里建國路289號,121.535675,24.986063,B,居家失能個案家庭醫師照護服務,(02)66289779,maggie16471@tzuchi.com.tw,陳惠仙,20220314 15:42:32
長安診所,臺中市,大雅區,臺中市大雅區大雅里民興街57號5樓,120.6481857,24.2254734,B,居家失能個案家庭醫師照護服務,0915-275108,ts561021@gmail.com,呂國樑,20230216 10:41:29
桃園市八德區瑞祥里辦公處,桃園市,八德區,桃園市八德區瑞祥里介壽路二段1233巷46-1號,121.2991028,24.930233,C,巷弄長照站,03-4615485,a0927581675@yahoo.com.tw,張是華,20210128 10:54:31
財團法人伊甸社會福利基金會,宜蘭縣,宜蘭市,宜蘭縣宜蘭市舊城西路12號1樓,121.7496796,24.7577095,A,個案管理服務,03-9333676-102,peiyu198585@gmail.com,羅紀?,20230501 14:29:46
臺東縣太麻里鄉查拉密社區發展協會查拉密(文健C),臺東縣,太麻里,臺東縣太麻里鄉多良村5鄰75號,120.9557037,22.50693512,C,巷弄長照站,089-771521,ccchungdaw@mohw.gov.tw,待補,20200430 09:56:52
衛生福利部臺南教養院-住宿式照顧,臺南市,後壁區,臺南市後壁區菁寮里後?68號,120.3368073,23.38501358,B,喘息服務,06-6621821,soc03@tneni.mohw.gov.tw,吳慧君,20230731 16:46:00
社團法人高雄市樂馨社會福利關懷協會附設高雄市私立樂馨居家式服務類長期照顧服務機構,高雄市,三民區,高雄市三民區鼎泰里鼎和街5號1樓,120.3191071,22.66640472,B,居家服務,07-3509593,lehsin0801@gmail.com,曾德琦,20221230 20:42:49
財團法人高雄市郭吳麗珠社會福利慈善事業基金會,高雄市,新興區,高雄市新興區德望里民生一路176號4F之 2,120.3092346,22.62791824,B,到宅沐浴車服務,07-8111159,fs26078489@gmail.com,郭光皓,20221206 08:41:23
社團法人高雄市活泉愛鄰社區服務協會,高雄市,鳳山區,高雄市鳳山區誠義里誠東街1號,120.3625031,22.61109924,B,營養餐飲服務,07-7555355,i.link.fllc@gmail.com,吳郁芬,20190417 00:00:00
財團法人天主教聖母聖心會,臺北市,中正區,臺北市中正區中山北路一段2號,121.5194931,25.04605675,B,喘息服務,02-23028934,marie_la_frat@yahoo.com,王秀枝,20190417 00:00:00
新竹縣無負擔農村生活產業發展協會,新竹縣,峨眉鄉,新竹縣峨眉鄉湖光村28號,121.0145874,24.68633461,C,巷弄長照站,0937-829142,unloadizm@gmail.com,劉盛展,20230111 13:32:05
臺南市私立愛和老人長期照顧中心(養護型),臺南市,安南區,臺南市安南區海佃路3段273號,120.1789398,23.05242348,B,喘息服務,06-2560884,loveandfriendly@gmail.com,林建進,20201231 14:08:56
基隆市七堵區堵南社區發展協會,基隆市,七堵區,基隆市七堵區堵南里大德路44號,121.6896744,25.08207703,C,巷弄長照站,024-527-585,20650donan@gmail.com,蘇金鳳,20210323 14:00:31
百齡診所附設護理之家,臺北市,士林區,臺北市士林區葫東里重慶北路4段187號3-8樓,121.5112686,25.08425713,B,喘息服務,02 28113113,nursinghome2009@hotmail.com,陳雅玲,20221230 15:23:22
財團法人嘉義縣私立天主教安道社會福利慈善事業基金會,嘉義縣,大埔鄉,嘉義縣大埔鄉和平村雙溪28號,120.5961685,23.30197525,A,個案管理服務,05-2521001,mindao.s5968@gmail.com,浦英雄,20230803 12:05:02
新竹縣關西鎮石光社區發展協會,新竹縣,關西鎮,新竹縣關西鎮石光里6鄰308巷46號,121.1293411,24.81318665,C,巷弄長照站,035-869-178,amy04261028@gmail.com,呂鋐墻,20230118 11:37:08
語揚語言治療所,南投縣,魚池鄉,南投縣魚池鄉魚池村秀水巷20之12號,120.9386673,23.89581299,B,專業照護服務,0919-736397,ctj719@gmail.com,陳姿蓉,20210104 11:06:19
南投縣私立上善居家長照機構,南投縣,南投市,南投縣南投市三興里建國路97號1樓,120.6826935,23.90639496,B,喘息服務,049-2230838,thz0624a@gmail.com,林雅惠,20210315 15:58:19
人?健康事業有限公司附設屏東縣私立德善居家長照機構,屏東縣,春日鄉,屏東縣春日鄉七佳村13鄰自強二路15-1號1樓,120.6286774,22.42873192,B,居家服務,08-8792389,a0938969961@gmail.com,張家銘,20210104 11:54:45
財團法人中華民國佛教慈濟慈善事業基金會臺中市私立慈濟居家長照機構,臺中市,南屯區,臺中市南屯區豐樂里文心南路111號4樓,120.6461411,24.13258934,B,喘息服務,04-25392675,ltc000280@tzuchi.org.tw,釋證嚴,20230626 10:52:19
